locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SACI_RS08855,SACI_RS08855,1613165,1616359,-,thermopsin family protease,A0A0U3GKG2,E,
SACI_RS08860,SACI_RS08860,1616590,1617324,-,glutamine amidotransferase,A0A0U3FK00,S,
SACI_RS08865,SACI_RS08865,1617462,1618676,-,MFS transporter,A0A0U2WVC1,G,
SACI_RS08870,SACI_RS08870,1618954,1620429,+,glycoside hydrolase family 1 protein,M1IXB5,G,K01190
SACI_RS08875,SACI_RS08875,1620502,1621581,-,membrane protein,A0A0U2Y3B6,K,
SACI_RS08880,SACI_RS08880,1621578,1621943,-,GntR family transcriptional regulator,A0A0U2WX46,K,
SACI_RS08885,SACI_RS08885,1622179,1622406,+,hypothetical protein,A0A0U3H556,X,
SACI_RS08890,SACI_RS08890,1622707,1623654,+,hypothetical protein,A0A0U3FQH8,G,
SACI_RS08900,SACI_RS08900,1623880,1626798,-,membrane protein,A0A0U2NBE3,X,
SACI_RS08905,SACI_RS08905,1626981,1627814,-,hypothetical protein,A0A0U3FSE6,X,
SACI_RS08910,SACI_RS08910,1628134,1629138,+,DUF973 family protein,UPI000AB65531,X,
SACI_RS08915,SACI_RS08915,1629734,1630903,+,DUF973 family protein,A0A0U2NCR8,X,
SACI_RS08920,SACI_RS08920,1631234,1632679,-,aldehyde dehydrogenase family protein,A0A0U3HIL8,C,"K00128,ko:K18128"
SACI_RS08925,cbsA,1633061,1634449,+,cytochrome b558/566 subunit A,A0A0U3GMR5,C,
SACI_RS08930,cbsB,1634446,1635378,+,cytochrome b558/566 subunit B,A0A0U3FC13,X,
SACI_RS08935,soxL2,1635417,1636394,+,Rieske iron-sulfur protein SoxL2,A0A0U3GPQ9,P,
SACI_RS08940,SACI_RS08940,1636440,1638038,+,cytochrome bc complex cytochrome b subunit,A0A0U3GR09,C,
SACI_RS08945,SACI_RS08945,1638022,1638354,+,antibiotic biosynthesis monooxygenase,UPI0002B26481,S,
SACI_RS08950,SACI_RS08950,1638716,1639111,+,hypothetical protein,A0A0U3HP26,X,
SACI_RS08955,SACI_RS08955,1639369,1640214,-,CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6,A0A0U3GIS0,S,
SACI_RS08960,SACI_RS08960,1640585,1641595,-,glycosyltransferase family 2 protein,A0A0U2VYI5,M,
SACI_RS08965,SACI_RS08965,1641753,1642121,-,hypothetical protein,A0A0U3GKE8,X,
SACI_RS08970,SACI_RS08970,1642858,1643517,-,hypothetical protein,A0A0U2WVB9,X,
SACI_RS08975,SACI_RS08975,1644024,1644833,-,hypothetical protein,A0A0U3FTP9,X,
SACI_RS08980,SACI_RS08980,1644920,1645132,-,hypothetical protein,A0A0U3H528,X,
SACI_RS08985,SACI_RS08985,1645355,1645846,-,hypothetical protein,A0A0U2Y542,X,
SACI_RS08990,SACI_RS08990,1646618,1648768,-,serine/threonine protein kinase,A0A0U3FQG3,K,
SACI_RS08995,SACI_RS08995,1649097,1649285,-,hypothetical protein,A0A0U2NB93,X,
SACI_RS09000,SACI_RS09000,1649867,1650301,-,hypothetical protein,A0A0U3FSC7,X,
SACI_RS09005,SACI_RS09005,1650312,1650539,+,hypothetical protein,A0A0U3FIB9,X,
SACI_RS09010,SACI_RS09010,1659678,1661693,-,DEAD/DEAH box helicase,A0A0U3HIK3,L,K07012
SACI_RS09015,SACI_RS09015,1661804,1662571,-,CRISPR-associated protein,A0A0U3GMQ3,X,
SACI_RS09020,cas7d,1662558,1663613,-,type I-D CRISPR-associated protein Cas7/Csc2,A0A0U3FBZ6,K,K19121
SACI_RS09025,SACI_RS09025,1663610,1666210,-,hypothetical protein,A0A0U3GPP3,X,
SACI_RS09030,SACI_RS09030,1666289,1666954,+,CRISPR locus-related DNA-binding protein,A0A0U3GY43,K,
SACI_RS09035,SACI_RS09035,1666935,1667798,+,CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6,A0A0U3H7V0,V,
SACI_RS09040,cas2,1668306,1668596,+,CRISPR-associated endonuclease Cas2,A0A0U3GZY9,V,K09951
SACI_RS09045,SACI_RS09045,1668607,1669086,+,hypothetical protein,UPI0002B28E9F,X,
SACI_RS09050,cas1,1669823,1670740,-,CRISPR-associated endonuclease Cas1,A0A0U2W0S6,V,K15342
SACI_RS09055,SACI_RS09055,1676838,1677062,+,hypothetical protein,A0A0U2Y386,X,
SACI_RS09060,SACI_RS09060,1677052,1677447,+,twitching motility protein PilT,A0A0U2WX17,V,
SACI_RS09065,SACI_RS09065,1677929,1678819,-,DUF1177 domain-containing protein,A0A0U3H512,S,
SACI_RS09070,SACI_RS09070,1678816,1680063,-,FAD-binding oxidoreductase,A0A0U3FQF0,C,
SACI_RS09075,SACI_RS09075,1680334,1680588,-,hypothetical protein,A0A0U3H6Y4,X,
SACI_RS11985,SACI_RS11985,1680857,1682047,-,hypothetical protein,A0A0U3FSB6,X,
SACI_RS09085,SACI_RS09085,1682917,1684107,+,ATP-binding protein,A0A0U2NCP7,S,
SACI_RS09090,SACI_RS09090,1684094,1684540,+,hypothetical protein,A0A0U3FA21,X,
SACI_RS11715,SACI_RS11715,1684788,1686024,+,ATP-binding protein,,S,
SACI_RS09105,SACI_RS09105,1686232,1686642,+,hypothetical protein,A0A0U3H5S1,L,
SACI_RS09110,SACI_RS09110,1686895,1687158,+,hypothetical protein,A0A0U3GY33,X,
SACI_RS09115,SACI_RS09115,1687155,1688339,+,hypothetical protein,A0A0U3GIP5,L,
SACI_RS09120,SACI_RS09120,1688336,1688653,+,clan AA aspartic protease,A0A0U3GZX2,X,
SACI_RS09125,SACI_RS09125,1688650,1689336,+,hypothetical protein,A0A0U3FRL5,X,
SACI_RS09130,SACI_RS09130,1689322,1689693,-,hypothetical protein,A0A0U3FQN9,X,
SACI_RS09135,SACI_RS09135,1689690,1690427,-,hypothetical protein,A0A0U2W0R4,X,
SACI_RS09140,SACI_RS09140,1690424,1693081,-,hypothetical protein,A0A0U2Y373,X,
SACI_RS09145,SACI_RS09145,1694037,1694750,+,class I SAM-dependent methyltransferase,A0A0U2WX09,Q,K03183
SACI_RS09155,SACI_RS09155,1696766,1697422,+,hypothetical protein,A0A0U3FQD7,X,
SACI_RS09160,tsaA,1697964,1698386,+,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,A0A0U3GVE6,S,
SACI_RS09165,SACI_RS09165,1698637,1699764,-,MFS transporter,A0A0U3HGR1,G,
SACI_RS09170,SACI_RS09170,1700297,1701406,-,glycosyltransferase family 4 protein,Q4J7M4,M,
SACI_RS11940,SACI_RS11940,1701777,1702049,+,hypothetical protein,UPI0002B260AD,X,
SACI_RS09180,SACI_RS09180,1703744,1705636,-,hypothetical protein,A0A0U3GZT1,X,
SACI_RS09185,SACI_RS09185,1706780,1707844,+,glycosyltransferase family 4 protein,M1J0E7,M,
SACI_RS09190,SACI_RS09190,1707990,1709516,+,hypothetical protein,A0A0U3GMM6,X,
SACI_RS09195,SACI_RS09195,1709614,1710348,+,glycosyltransferase,M1IT63,M,
SACI_RS09200,SACI_RS09200,1710351,1711319,-,hypothetical protein,A0A0U3GK94,X,
SACI_RS09205,SACI_RS09205,1711453,1712238,+,glycosyltransferase family 2 protein,A0A0U3GNW5,M,
SACI_RS09210,SACI_RS09210,1712336,1714591,-,hypothetical protein,A0A0U2W0L5,X,
SACI_RS09215,SACI_RS09215,1714741,1715088,-,hypothetical protein,A0A0U3H5Q5,X,
SACI_RS09220,SACI_RS09220,1715286,1716353,+,glycosyltransferase,A0A0U3GY17,M,
SACI_RS09225,SACI_RS09225,1716446,1717402,-,glycosyltransferase family 2 protein,A0A0U3GIM8,M,
SACI_RS09230,SACI_RS09230,1717417,1718739,-,glycosyltransferase,A0A0U2VYE3,M,
SACI_RS09235,SACI_RS09235,1718771,1721044,-,hypothetical protein,A0A0U3FRK1,X,
SACI_RS09240,SACI_RS09240,1721168,1721947,+,FkbM family methyltransferase,A0A0U3GWK3,Q,
SACI_RS09245,SACI_RS09245,1722653,1724938,+,DUF2079 domain-containing protein,A0A0U3HDE5,S,
SACI_RS09250,SACI_RS09250,1725044,1727362,-,DUF2079 domain-containing protein,A0A0U3FTI6,S,
SACI_RS09255,SACI_RS09255,1729694,1730845,-,glycosyltransferase family 4 protein,A0A0U3H4W8,M,
SACI_RS09260,SACI_RS09260,1731075,1732388,+,glycosyltransferase family 4 protein,A0A0U3H4X0,M,
SACI_RS09265,SACI_RS09265,1732671,1733780,+,glycosyltransferase,A0A0U3FQB6,M,
SACI_RS09270,SACI_RS09270,1734304,1734618,+,hypothetical protein,A0A0U3FZR3,X,
SACI_RS09275,SACI_RS09275,1734967,1735197,-,hypothetical protein,A0A0U3HGP1,X,
SACI_RS09280,SACI_RS09280,1735255,1735434,-,hypothetical protein,A0A0U3FI66,X,
SACI_RS11720,SACI_RS11720,1735450,1735659,-,alkaline phosphatase family protein,M1I770,P,
SACI_RS09285,SACI_RS09285,1735733,1736473,-,phosphoadenosine phosphosulfate reductase family protein,UPI0009B5D3CD,E,
SACI_RS09290,SACI_RS09290,1737837,1738394,-,hypothetical protein,A0A0U3F9Z7,M,
SACI_RS09295,SACI_RS09295,1738494,1738892,-,glycosyltransferase,A0A0U3HCJ9,M,
SACI_RS09300,SACI_RS09300,1739123,1739647,+,hypothetical protein,M1J0I7,X,
SACI_RS09305,SACI_RS09305,1739634,1739975,+,HEPN domain-containing protein,A0A0U3HCL7,X,
SACI_RS09310,SACI_RS09310,1740627,1741877,-,ATP-binding protein,A0A0U3H5M5,S,
SACI_RS09315,SACI_RS09315,1742374,1742790,+,hypothetical protein,A0A0U2NHA4,X,
SACI_RS09320,SACI_RS09320,1743440,1743625,-,hypothetical protein,A0A0U3HP10,S,
SACI_RS09325,SACI_RS09325,1743815,1744156,-,hypothetical protein,A0A0U3FQM3,X,
SACI_RS11725,SACI_RS11725,1744706,1744900,+,hypothetical protein,M1J0J7,X,
SACI_RS09330,SACI_RS09330,1745193,1746188,-,FAD-dependent oxidoreductase,A0A0U3FRH5,C,
SACI_RS09335,SACI_RS09335,1746190,1747839,-,pyruvate oxidase,A0A0U3FHJ1,E,K00156
SACI_RS09340,SACI_RS09340,1748008,1748289,+,hypothetical protein,A0A0U3GVD0,X,
SACI_RS09345,SACI_RS09345,1748267,1748662,+,type II toxin-antitoxin system VapC family toxin,A0A0U3GWJ0,V,K07064
SACI_RS09350,SACI_RS09350,1748995,1750431,-,aldehyde dehydrogenase family protein,A0A0U2Y4W5,C,K19588
SACI_RS09355,SACI_RS09355,1750538,1751416,+,fumarylacetoacetate hydrolase family protein,A0A0U2W7A3,G,K14259
SACI_RS09360,SACI_RS09360,1751553,1752071,-,proline iminopeptidase-family hydrolase,UPI00005527BE,I,
SACI_RS09365,tnpB,1752082,1753335,-,IS200/IS605 family element transposase accessory protein TnpB,M1I799,L,K07496
SACI_RS09370,SACI_RS09370,1753532,1753918,-,alpha/beta fold hydrolase,A0A0U3H5F3,I,
SACI_RS11500,SACI_RS11500,1754145,1754933,+,hypothetical protein,UPI00068B19DE,X,
SACI_RS09380,SACI_RS09380,1755149,1756606,-,sugar porter family MFS transporter,M1J3Z7,G,
SACI_RS09385,SACI_RS09385,1756984,1757544,-,hypothetical protein,A0A0U3HGK1,S,K07034
SACI_RS09390,SACI_RS09390,1757884,1758276,-,PIN domain-containing protein,A0A0U3FI35,S,
SACI_RS09395,SACI_RS09395,1758283,1758555,-,hypothetical protein,A0A0U2YAV8,X,
SACI_RS09400,SACI_RS09400,1759516,1759740,+,hypothetical protein,A0A0U3GMH0,X,
SACI_RS09405,SACI_RS09405,1759822,1760028,+,hypothetical protein,A0A0U3HCK3,X,
SACI_RS11990,SACI_RS11990,1760019,1760123,+,type II toxin-antitoxin system VapC family toxin,UPI0011BDD67A,X,
SACI_RS09410,SACI_RS09410,1760591,1761829,-,MFS transporter,A0A0U3FY74,G,
SACI_RS09415,SACI_RS09415,1762556,1763086,+,hypothetical protein,A0A0U2NH93,S,
SACI_RS09420,SACI_RS09420,1763695,1764372,-,hypothetical protein,A0A0U3HNZ6,V,
SACI_RS09430,SACI_RS09430,1765335,1765583,+,hypothetical protein,A0A0U3FQL6,X,
SACI_RS09435,SACI_RS09435,1765576,1765995,+,PIN domain-containing protein,M1IXR2,V,
SACI_RS09440,SACI_RS09440,1766204,1766599,-,PIN domain-containing protein,A0A0U2Y313,S,
SACI_RS09445,SACI_RS09445,1766583,1766810,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,A0A0U3GWH9,K,
SACI_RS09450,SACI_RS09450,1766910,1767353,-,MarR family transcriptional regulator,A0A0U3H6S6,K,
SACI_RS09455,SACI_RS09455,1767340,1769043,-,MFS transporter,A0A0U3H4T7,G,
SACI_RS09460,SACI_RS09460,1769620,1770117,+,hypothetical protein,A0A0U3GQV7,X,
SACI_RS09465,SACI_RS09465,1770138,1770809,+,hypothetical protein,A0A0U2NB29,X,
SACI_RS11995,SACI_RS11995,1770815,1771582,+,hypothetical protein,UPI00005527D2,X,
SACI_RS09475,SACI_RS09475,1771579,1772433,+,ABC transporter ATP-binding protein,A0A0U3FI21,V,
SACI_RS09480,SACI_RS09480,1772405,1772992,+,hypothetical protein,A0A0U3F9T9,X,
SACI_RS09485,SACI_RS09485,1773315,1773644,+,Rieske (2Fe-2S) protein,A0A0U3HCH9,C,
SACI_RS09490,SACI_RS09490,1773811,1774071,+,hypothetical protein,A0A0U3GNP2,X,
SACI_RS09495,SACI_RS09495,1774515,1775249,+,beta-ketoacyl-ACP reductase,A0A0U3H5J5,I,K00059
SACI_RS09500,SACI_RS09500,1775246,1776781,+,AMP-binding protein,A0A0U3GXU2,I,K01897
SACI_RS09505,SACI_RS09505,1776768,1777886,+,mandelate racemase/muconate lactonizing enzyme family protein,A0A0U3HNY0,M,"K01683,ko:K18983,ko:K19802"
SACI_RS09510,SACI_RS09510,1777888,1779048,+,thiolase family protein,A0A0U3FS63,I,
SACI_RS09515,SACI_RS09515,1779041,1779385,+,hypothetical protein,A0A0U3GIH0,S,
SACI_RS09520,SACI_RS09520,1779782,1780024,+,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,A0A0U2VY66,K,
SACI_RS12000,SACI_RS12000,1780130,1780285,+,hypothetical protein,UPI000A8CB844,V,K07064
SACI_RS09525,SACI_RS09525,1780729,1782069,+,APC family permease,A0A0U3GVA6,E,
SACI_RS09530,SACI_RS09530,1782228,1784474,+,MMPL family transporter,A0A0U2WV23,L,K06994
SACI_RS09535,SACI_RS09535,1784778,1785683,-,hypothetical protein,A0A0U2Y2Z5,X,
SACI_RS09540,SACI_RS09540,1787219,1787317,+,hypothetical protein,A0A0U2X333,X,
SACI_RS09545,SACI_RS09545,1788086,1788946,+,site-specific DNA-methyltransferase,A0A0U3H5B4,L,K00590
SACI_RS09550,SACI_RS09550,1788954,1790069,+,hypothetical protein,A0A0U3H4R6,X,
SACI_RS09555,SACI_RS09555,1790751,1790999,-,hypothetical protein,A0A0U2W6N1,X,
SACI_RS09560,SACI_RS09560,1791620,1792051,+,HEPN domain-containing protein,A0A0U2NB19,L,
SACI_RS09565,SACI_RS09565,1792029,1792373,+,nucleotidyltransferase domain-containing protein,A0A0U2X2I2,L,K07076
SACI_RS09570,SACI_RS09570,1792832,1794064,-,helix-turn-helix domain-containing protein,A0A0U3FHZ6,K,
SACI_RS09575,SACI_RS09575,1795356,1795592,+,hypothetical protein,A0A0U3HCG5,X,
SACI_RS09580,SACI_RS09580,1795579,1795983,+,type II toxin-antitoxin system VapC family toxin,A0A0U3HCF3,V,
SACI_RS09585,SACI_RS09585,1796696,1797802,-,hypothetical protein,A0A0U3GNM6,X,
SACI_RS09590,SACI_RS09590,1798026,1798400,-,hypothetical protein,A0A0U3H5H8,X,
SACI_RS09595,SACI_RS09595,1799402,1799665,+,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,A0A0U3GXS5,K,
SACI_RS09600,SACI_RS09600,1799655,1800041,+,type II toxin-antitoxin system VapC family toxin,A0A0U3FQH9,V,K07064
SACI_RS09605,SACI_RS09605,1800311,1800781,+,hypothetical protein,A0A0U3FHF0,L,
SACI_RS09610,SACI_RS09610,1800804,1801706,+,CRISPR-associated DxTHG motif protein,A0A0U2VY49,L,
SACI_RS11735,SACI_RS11735,1801913,1802144,+,DUF4145 domain-containing protein,,X,
SACI_RS11880,SACI_RS11880,1802184,1802258,+,PIN domain nuclease,,X,
SACI_RS09615,SACI_RS09615,1802907,1804157,-,hypothetical protein,A0A0U3GWE2,X,
SACI_RS09620,SACI_RS09620,1804174,1805922,-,AAA family ATPase,A0A0U2WV09,V,
SACI_RS09625,SACI_RS09625,1806737,1807546,-,hypothetical protein,A0A0U2Y2Y0,X,
SACI_RS09630,SACI_RS09630,1808144,1809382,+,ATP-binding protein,A0A0U3H4N8,S,
SACI_RS09635,SACI_RS09635,1809967,1810347,-,winged helix-turn-helix transcriptional regulator,A0A0U3H4P9,K,
SACI_RS09640,SACI_RS09640,1810423,1810956,+,DUF973 family protein,A0A0U3FQ50,X,
SACI_RS09645,SACI_RS09645,1811358,1811666,-,hypothetical protein,A0A0U2X2I0,S,
SACI_RS09650,SACI_RS09650,1811691,1813018,-,ATP-binding protein,,X,
SACI_RS09655,SACI_RS09655,1813650,1814243,+,hypothetical protein,A0A0U2YAQ9,X,
SACI_RS09660,SACI_RS09660,1814254,1815237,+,hypothetical protein,A0A0U3HCF4,X,
SACI_RS09665,SACI_RS09665,1815241,1816053,+,ABC transporter ATP-binding protein,A0A0U3F9Q2,V,K01990
SACI_RS09670,SACI_RS09670,1816157,1816741,+,hypothetical protein,A0A0U3FY27,X,
SACI_RS09675,SACI_RS09675,1817055,1817375,-,hypothetical protein,A0A0U3GNK9,S,
SACI_RS09680,SACI_RS09680,1817476,1817721,-,hypothetical protein,A0A0U3H5G1,X,
SACI_RS11740,SACI_RS11740,1818109,1818300,-,hypothetical protein,UPI0002B261DE,X,
SACI_RS09685,SACI_RS09685,1818507,1819094,-,hypothetical protein,A0A0U3FQG2,X,
SACI_RS09690,SACI_RS09690,1819081,1819281,-,hypothetical protein,A0A0U3GID7,X,
SACI_RS09695,SACI_RS09695,1819329,1819727,+,helix-turn-helix domain-containing protein,A0A0U2VY20,X,
SACI_RS09700,SACI_RS09700,1819708,1820253,+,hypothetical protein,A0A0U3GWC8,X,
SACI_RS12005,SACI_RS12005,1820330,1821373,-,hypothetical protein,A0A0U3HD71,X,
SACI_RS09710,cas6,1821722,1822534,-,CRISPR-associated endoribonuclease Cas6,A0A0U3H583,V,
SACI_RS09715,SACI_RS09715,1822930,1823295,+,hypothetical protein,A0A0U2Y2W6,X,
SACI_RS11750,SACI_RS11750,1823328,1823594,-,hypothetical protein,M1IXH4,X,
SACI_RS09720,cas2,1824407,1824703,-,CRISPR-associated endonuclease Cas2,A0A0U3H4L9,V,K09951
SACI_RS09725,cas1,1824710,1825615,-,CRISPR-associated endonuclease Cas1,A0A0U3H4N3,V,K15342
SACI_RS09730,cas4,1827072,1827638,-,CRISPR-associated protein Cas4,,L,
SACI_RS09735,cas4a,1828174,1829049,-,type I-A CRISPR-associated protein Cas4/Csa1,,S,K19085
SACI_RS11955,SACI_RS11955,1829337,1829474,+,hypothetical protein,UPI000AA94FC4,X,
SACI_RS09740,SACI_RS09740,1830318,1831514,-,hypothetical protein,A0A0U2X2H2,C,
SACI_RS09745,sixA,1831633,1832109,+,phosphohistidine phosphatase SixA,A0A0U2YAP8,T,K08296
SACI_RS09750,SACI_RS09750,1832110,1833345,+,Ppx/GppA family phosphatase,A0A0U3HGE3,F,
SACI_RS09755,tmk,1833342,1833983,+,dTMP kinase,A0A0U3FHW3,F,
SACI_RS09760,SACI_RS09760,1833962,1834594,+,thymidylate kinase,A0A0U3F9N6,F,
SACI_RS09765,SACI_RS09765,1834584,1835204,+,hypothetical protein,A0A0U3GM94,S,
SACI_RS09770,SACI_RS09770,1835546,1835902,+,hypothetical protein,A0A0U3GNJ3,X,
SACI_RS09775,SACI_RS09775,1835913,1836542,+,IS607 family transposase,A0A0U3FQE7,L,K07450
SACI_RS09780,tnpB,1836532,1837788,+,IS200/IS605 family element transposase accessory protein TnpB,UPI000055280A,L,K07496
SACI_RS09785,SACI_RS09785,1838017,1838490,-,hypothetical protein,A0A0U3GXQ4,X,
SACI_RS09790,SACI_RS09790,1838949,1840031,+,ATP-binding protein,A0A0U3GV60,S,K06921
SACI_RS09795,SACI_RS09795,1840247,1841509,+,tetratricopeptide repeat protein,A0A0U3GWB4,K,
SACI_RS09800,SACI_RS09800,1841968,1842891,+,glycosyltransferase family 2 protein,A0A0U3HD57,M,
SACI_RS09805,SACI_RS09805,1842996,1844063,-,HoxN/HupN/NixA family nickel/cobalt transporter,A0A0U3H555,P,K07241
SACI_RS09810,SACI_RS09810,1844646,1844897,+,hypothetical protein,A0A0U2Y2U5,X,
SACI_RS09815,SACI_RS09815,1844869,1845270,+,PIN domain-containing protein,A0A0U3H4K9,S,
SACI_RS11895,SACI_RS11895,1845291,1845724,+,AMP-binding protein,,I,"K00666,ko:K01897"
SACI_RS09820,SACI_RS09820,1845717,1846163,-,carbon monoxide dehydrogenase subunit G,A0A0U3FJZ5,C,K09386
SACI_RS09825,SACI_RS09825,1846165,1847460,-,FAD-dependent oxidoreductase,A0A0U3H4L7,C,K00111
SACI_RS09830,glpK,1847704,1849197,+,glycerol kinase GlpK,M1IFR6,F,K00864
SACI_RS09835,SACI_RS09835,1849204,1850085,+,aquaporin,A0A0U3FQ15,G,
SACI_RS09840,SACI_RS09840,1850246,1851289,+,DUF917 domain-containing protein,A0A0U2NAZ5,S,
SACI_RS09845,SACI_RS09845,1851278,1852822,-,hydantoinase subunit beta,A0A0U3HGC9,E,
SACI_RS09850,SACI_RS09850,1852813,1853889,-,DUF917 domain-containing protein,A0A0U3FHU3,S,K09703
SACI_RS09855,SACI_RS09855,1853894,1854283,-,hypothetical protein,A0A0U3F9L6,X,
SACI_RS09860,SACI_RS09860,1854280,1855647,-,cytosine permease,A0A0U2NH29,F,K10974
SACI_RS09865,SACI_RS09865,1855837,1856316,-,Lrp/AsnC family transcriptional regulator,A0A0U3GNH8,K,
SACI_RS09870,SACI_RS09870,1856455,1858497,+,hydantoinase/oxoprolinase family protein,A0A0U3FQD2,E,K01473
SACI_RS09875,SACI_RS09875,1858503,1860227,+,hydantoinase B/oxoprolinase family protein,A0A0U3FHA6,E,K01474
SACI_RS09880,SACI_RS09880,1861364,1862125,-,hypothetical protein,A0A0U3GIA8,V,
SACI_RS09885,SACI_RS09885,1862122,1863063,-,hypothetical protein,A0A0U2VXX7,X,
SACI_RS09890,SACI_RS09890,1863070,1863675,-,hypothetical protein,A0A0U3FR81,L,
SACI_RS09895,SACI_RS09895,1863675,1866395,-,HD domain-containing protein,A0A0U2WUV5,V,
SACI_RS09900,SACI_RS09900,1866379,1866594,-,hypothetical protein,A0A0U3GQM3,X,
SACI_RS09905,SACI_RS09905,1866597,1867352,-,hypothetical protein,A0A0U2Y2S3,V,
SACI_RS09910,SACI_RS09910,1867402,1868238,-,CRISPR-associated RAMP protein,A0A0U3H4J0,V,
SACI_RS09915,SACI_RS09915,1868239,1868964,-,CRISPR-associated RAMP protein,,V,
SACI_RS09920,SACI_RS09920,1868961,1869347,-,hypothetical protein,A0A0U3H4K8,X,
SACI_RS09925,SACI_RS09925,1869515,1869790,+,hypothetical protein,A0A0U2YAK2,X,
SACI_RS09930,SACI_RS09930,1869981,1870271,+,hypothetical protein,A0A0U2NAY9,X,
SACI_RS09935,SACI_RS09935,1871167,1872585,-,UbiD family decarboxylase,A0A0U3HGB3,H,
SACI_RS09940,SACI_RS09940,1872930,1873880,+,cyclase family protein,A0A0U3FXX8,Q,
SACI_RS09945,SACI_RS09945,1873919,1874953,-,NAD(P)-dependent alcohol dehydrogenase,A0A0U2NH16,C,
SACI_RS09950,SACI_RS09950,1875156,1876487,-,MFS transporter,A0A0U3GPF6,P,
SACI_RS09955,SACI_RS09955,1876682,1878025,+,aromatic ring-hydroxylating dioxygenase subunit alpha,A0A0U3HNQ5,P,
SACI_RS09960,SACI_RS09960,1878019,1878531,+,aromatic ring dioxygenase subunit B,A0A0U3FQB8,Q,
SACI_RS09965,SACI_RS09965,1878613,1879272,+,helix-turn-helix domain-containing protein,A0A0U3H5B5,S,
SACI_RS09970,SACI_RS09970,1879438,1881123,+,acetyl-CoA synthetase,A0A0U3GV35,I,K01895
SACI_RS09975,SACI_RS09975,1881193,1881957,+,enoyl-CoA hydratase/isomerase family protein,A0A0U3GW81,I,
SACI_RS09980,SACI_RS09980,1881960,1884236,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,A0A0U2VXW5,C,
SACI_RS09985,SACI_RS09985,1884454,1885188,-,hypothetical protein,A0A0U3H523,X,
SACI_RS09990,SACI_RS09990,1885365,1885955,+,hypothetical protein,A0A0U3GQK4,X,
SACI_RS09995,SACI_RS09995,1885960,1886382,+,hemerythrin domain-containing protein,A0A0U2Y2Q5,S,
SACI_RS10000,SACI_RS10000,1886421,1887035,+,DUF2249 domain-containing protein,A0A0U3H4H2,S,
SACI_RS10005,SACI_RS10005,1887074,1887406,+,metal-sulfur cluster assembly factor,A0A0U3FYQ8,S,
SACI_RS10010,SACI_RS10010,1887403,1888473,+,hypothetical protein,A0A0U3H4J3,X,K07234
SACI_RS11900,SACI_RS11900,1888427,1888774,-,hypothetical protein,A0A0U3FPY8,X,
SACI_RS10015,SACI_RS10015,1888917,1889570,-,hypothetical protein,A0A0U2NAX8,O,
SACI_RS10020,SACI_RS10020,1889944,1891080,-,MFS transporter,A0A0U3HC74,G,
SACI_RS10025,SACI_RS10025,1891245,1892489,-,HD domain-containing protein,A0A0U3FHQ7,S,K06885
SACI_RS10030,SACI_RS10030,1892482,1892763,-,hypothetical protein,A0A0U2NH07,X,
SACI_RS10035,SACI_RS10035,1893103,1894461,+,MFS transporter,A0A0U3GM52,S,
SACI_RS11960,SACI_RS11960,1894627,1894794,-,hypothetical protein,UPI0002B296FE,X,
SACI_RS10040,SACI_RS10040,1894943,1896865,-,hypothetical protein,M1J4W4,X,
SACI_RS10045,SACI_RS10045,1897287,1897949,+,hypothetical protein,A0A0U3FH80,X,
SACI_RS10050,SACI_RS10050,1898115,1898345,+,type II toxin-antitoxin system CcdA family antitoxin,A0A0U3GV26,S,
SACI_RS10055,SACI_RS10055,1898342,1898716,+,type II toxin-antitoxin system VapC family toxin,A0A0U3GI76,S,
SACI_RS10060,SACI_RS10060,1898928,1900034,+,cytochrome P450,A0A0U3HD14,C,
SACI_RS10065,SACI_RS10065,1900243,1901136,+,DUF973 family protein,A0A0U3H4Z8,S,
SACI_RS10070,SACI_RS10070,1901241,1901804,-,cysteine hydrolase,A0A0U3GQI8,Q,
SACI_RS10075,SACI_RS10075,1901993,1903417,-,MFS transporter,A0A0U2W6A3,G,
SACI_RS11755,SACI_RS11755,1903637,1903837,-,hypothetical protein,UPI0002B27972,X,
SACI_RS10080,SACI_RS10080,1903968,1905659,-,cytochrome bc complex cytochrome b subunit,A0A0U3FZ60,C,
SACI_RS10085,SACI_RS10085,1905649,1907202,-,cbb3-type cytochrome c oxidase subunit I,A0A0U3H4H8,C,
SACI_RS10090,SACI_RS10090,1907202,1907708,-,quinol oxidase subunit 2,A0A0U2NHU3,C,
SACI_RS10095,SACI_RS10095,1908235,1909221,+,Rieske 2Fe-2S domain-containing protein,A0A0U3FPX6,P,
SACI_RS10100,SACI_RS10100,1909218,1909664,+,hypothetical protein,A0A0U2NAW8,X,
SACI_RS10105,SACI_RS10105,1909666,1910067,+,hypothetical protein,A0A0U3HC57,X,
SACI_RS10110,SACI_RS10110,1910243,1910773,+,hypothetical protein,UPI0002B28B76,X,
